epoch,train_loss,val_loss,val_psnr,val_ssim,teacher_psnr,teacher_ssim
1,0.7816178202629089,0.34450119733810425,8.185434829897767,0.2658734619617462,25.386658057179833,0.9536386132240295
2,0.7694106357438224,0.3189370632171631,8.735582035632584,0.3282237946987152,25.386658057179833,0.9536386132240295
3,0.7419129652636391,0.29662761092185974,9.252124882801118,0.3775770664215088,25.386658057179833,0.9536386132240295
4,0.7269576617649623,0.29185670614242554,9.388615260809674,0.3991088569164276,25.386658057179833,0.9536386132240295
5,0.7007935472897121,0.28659772872924805,9.524398327336671,0.4112586975097656,25.386658057179833,0.9536386132240295
6,0.6822403413908822,0.2803226411342621,9.685674793200947,0.4314728379249573,25.386658057179833,0.9536386132240295
7,0.6630163192749023,0.27160191535949707,9.92341729491243,0.4520494043827057,25.386658057179833,0.9536386132240295
8,0.6473075577190944,0.26243412494659424,10.184485038073754,0.4727728068828583,25.386658057179833,0.9536386132240295
9,0.6384987362793514,0.25410714745521545,10.445352200173012,0.4945983290672302,25.386658057179833,0.9536386132240295
10,0.6092000475951603,0.2473643720149994,10.658882272499206,0.5133123993873596,25.386658057179833,0.9536386132240295
11,0.6056118437222072,0.2420414388179779,10.831752387726198,0.5291016101837158,25.386658057179833,0.9536386132240295
12,0.5762529756341662,0.23225122690200806,11.142069093549274,0.5509071350097656,25.386658057179833,0.9536386132240295
13,0.5640173256397247,0.22297649085521698,11.448311455332334,0.5712114572525024,25.386658057179833,0.9536386132240295
14,0.5372886210680008,0.2111508995294571,11.849481268880107,0.5980440974235535,25.386658057179833,0.9536386132240295
15,0.5153527642999377,0.20643457770347595,12.017315408771461,0.6084964871406555,25.386658057179833,0.9536386132240295
16,0.5031470869268689,0.19706065952777863,12.370123314337738,0.629618227481842,25.386658057179833,0.9536386132240295
17,0.49622998918805805,0.1944855898618698,12.472421366083177,0.6343305706977844,25.386658057179833,0.9536386132240295
18,0.48610757291316986,0.1861201673746109,12.791842883833741,0.6477823257446289,25.386658057179833,0.9536386132240295
19,0.4525179777826582,0.1796262413263321,13.058396030191233,0.659986138343811,25.386658057179833,0.9536386132240295
20,0.4619502531630652,0.17568083107471466,13.23935437415523,0.6733814477920532,25.386658057179833,0.9536386132240295
21,0.4381069413253239,0.1686372011899948,13.537356852532636,0.6829428672790527,25.386658057179833,0.9536386132240295
22,0.42490788655621664,0.162115216255188,13.839998611311534,0.6969844698905945,25.386658057179833,0.9536386132240295
23,0.40244476922920774,0.15715253353118896,14.081235561833832,0.708928644657135,25.386658057179833,0.9536386132240295
24,0.41042118625981466,0.1536722332239151,14.259785517939413,0.7094820141792297,25.386658057179833,0.9536386132240295
25,0.39245579285281046,0.14795897901058197,14.562265990668408,0.7235293388366699,25.386658057179833,0.9536386132240295
26,0.37914361485413145,0.1456698775291443,14.687938993846085,0.7255894541740417,25.386658057179833,0.9536386132240295
27,0.3788017694439207,0.14159844815731049,14.90434145658371,0.7370362877845764,25.386658057179833,0.9536386132240295
28,0.3732197561434337,0.13923151791095734,15.038294737805218,0.7392637133598328,25.386658057179833,0.9536386132240295
29,0.3573737825666155,0.1368923932313919,15.173945052349513,0.7439917922019958,25.386658057179833,0.9536386132240295
