epoch,train_loss,val_psnr,val_ssim,val_mae,lr,epoch_seconds
78,0.23156372,12.765803,0.65218428,0.18972366,0.0001147434,30.053
79,0.22945029,12.835157,0.63803615,0.18727676,0.0001049225,30.100
80,0.22894125,12.754175,0.65424740,0.19013558,0.0000954915,31.728
81,0.23177494,12.762242,0.65237489,0.18986687,0.0000864597,36.977
82,0.22975302,12.767206,0.65386231,0.18966960,0.0000778360,30.358
83,0.23409251,12.786176,0.65229850,0.18896537,0.0000696290,31.053
84,0.22573137,12.762192,0.65284494,0.18993929,0.0000618467,30.472
85,0.22804941,12.732277,0.65388861,0.19108285,0.0000544967,29.924
86,0.22863163,12.767301,0.65070371,0.18983991,0.0000475865,30.219
87,0.23302527,12.734638,0.65197942,0.19106945,0.0000411227,30.543
88,0.23234814,12.759068,0.65393431,0.19004434,0.0000351118,30.673
89,0.22868759,12.711502,0.65307380,0.19192205,0.0000295596,30.304
90,0.23074918,12.829023,0.64167315,0.18752044,0.0000244717,29.794
91,0.22988395,12.816889,0.64707182,0.18788948,0.0000198532,30.173
92,0.22879281,12.813582,0.64748174,0.18800713,0.0000157084,31.351
93,0.22886665,12.798138,0.64967772,0.18856940,0.0000120416,30.331
94,0.22990113,12.729666,0.65339322,0.19120355,0.0000088564,30.397
95,0.23087297,12.783812,0.65169033,0.18909684,0.0000061558,32.227
96,0.22951754,12.700877,0.65332113,0.19224058,0.0000039426,34.818
97,0.22807716,12.778435,0.65142152,0.18931013,0.0000022190,30.118
98,0.22864105,12.791646,0.65075889,0.18880498,0.0000009866,30.351
99,0.23080480,12.801131,0.64950736,0.18846915,0.0000002467,30.135
100,0.23165814,12.794424,0.65045719,0.18868294,0.0000000000,31.199
