epoch,train_loss,val_loss,val_psnr,val_ssim,teacher_psnr,teacher_ssim
1,0.23970931768417358,0.1103457435965538,17.065142664954717,0.820656418800354,25.386658057179833,0.9536386132240295
2,0.24101069356713975,0.11034857481718063,17.05013900608173,0.8233051896095276,25.386658057179833,0.9536386132240295
3,0.23750003853014537,0.10757753252983093,17.17526085901987,0.8326832056045532,25.386658057179833,0.9536386132240295
4,0.23896611481904984,0.1104348674416542,17.04353222472379,0.8214012384414673,25.386658057179833,0.9536386132240295
5,0.23712484751428878,0.10915855318307877,17.13530456884705,0.82618248462677,25.386658057179833,0.9536386132240295
6,0.2413322084716388,0.10736046731472015,17.212153339308127,0.8330515027046204,25.386658057179833,0.9536386132240295
7,0.2400087362953595,0.10804422944784164,17.18201841656157,0.8298011422157288,25.386658057179833,0.9536386132240295
8,0.24172648574624742,0.10776401311159134,17.189432724461316,0.8309125304222107,25.386658057179833,0.9536386132240295
9,0.24095174031598227,0.11012430489063263,17.060545962634976,0.822650134563446,25.386658057179833,0.9536386132240295
10,0.24027572252920695,0.10621121525764465,17.27038447456594,0.8379178047180176,25.386658057179833,0.9536386132240295
11,0.2374333558338029,0.10938018560409546,17.103851923970012,0.8262125849723816,25.386658057179833,0.9536386132240295
12,0.23998924025467464,0.11036255210638046,17.078620195136917,0.8248267769813538,25.386658057179833,0.9536386132240295
13,0.2394797397511346,0.10919319838285446,17.1423583700346,0.8276611566543579,25.386658057179833,0.9536386132240295
14,0.23419949412345886,0.10753897577524185,17.21524818973465,0.834345817565918,25.386658057179833,0.9536386132240295
15,0.2380142073546137,0.10901934653520584,17.11037692841467,0.8294067978858948,25.386658057179833,0.9536386132240295
16,0.23815273067780904,0.1100996732711792,17.04797197583415,0.8251680135726929,25.386658057179833,0.9536386132240295
17,0.23898655282599585,0.10997264087200165,17.062013499284916,0.8240460753440857,25.386658057179833,0.9536386132240295
18,0.23756185173988342,0.10945717990398407,17.105916159390322,0.82431960105896,25.386658057179833,0.9536386132240295
19,0.24175111310822622,0.10878966748714447,17.136981272997215,0.8268892168998718,25.386658057179833,0.9536386132240295
20,0.24061363722596849,0.108467698097229,17.17222557866957,0.8300451636314392,25.386658057179833,0.9536386132240295
21,0.24693954203810012,0.10924699157476425,17.14445063387347,0.8272851705551147,25.386658057179833,0.9536386132240295
22,0.23708935614143098,0.10854347050189972,17.168972382476976,0.8311793804168701,25.386658057179833,0.9536386132240295
23,0.2385054581931659,0.10915173590183258,17.13775541922065,0.8311224579811096,25.386658057179833,0.9536386132240295
24,0.24296010072742188,0.10768037289381027,17.20744396260201,0.8342353105545044,25.386658057179833,0.9536386132240295
25,0.24048533397061483,0.1094009280204773,17.11209894991379,0.8282153010368347,25.386658057179833,0.9536386132240295
26,0.24279184639453888,0.10982849448919296,17.093170967047737,0.8262245059013367,25.386658057179833,0.9536386132240295
27,0.241258547774383,0.10967174172401428,17.097945824726718,0.8266254663467407,25.386658057179833,0.9536386132240295
28,0.24144275060721807,0.11014095693826675,17.064229930157772,0.8257692456245422,25.386658057179833,0.9536386132240295
29,0.23912927614791052,0.10753311961889267,17.21297591907216,0.8357723951339722,25.386658057179833,0.9536386132240295
30,0.23752641890730178,0.10745537281036377,17.240514347780007,0.83357173204422,25.386658057179833,0.9536386132240295
31,0.2315502847943987,0.10737812519073486,17.251077647874734,0.832154393196106,25.386658057179833,0.9536386132240295
32,0.24063800701073237,0.10550982505083084,17.34407686147509,0.8414677977561951,25.386658057179833,0.9536386132240295
