adaptive_bright_gamma,adaptive_bright_target,adaptive_dark_base,adaptive_dark_gain,adaptive_dark_gamma,adaptive_dark_weight,color_gt_weight,edge_gt_weight,edge_kd_weight,kd_dark_gain,kd_weight,lr,number,ssim_dark_gain,ssim_weight,state,teacher_ssim_weight,user_best_psnr,user_best_psnr_score,user_best_ssim,user_best_ssim_at_best_psnr,user_best_ssim_psnr,user_best_ssim_score,user_selected_checkpoint,user_trial_dir,value
1.977744813192989,low,0.35428481375623777,1.2936395692468645,0.6886825884145202,0.005173615268232798,0.05347951762232364,0.02261808246545368,0.02113756625097372,0.2842601093929781,0.4166607901418249,0.00046623229261249355,10,0.44965213674127746,0.10449046890370503,COMPLETE,0.06327551265404384,17.121093250506213,21.249473668330005,0.8272183537483215,0.8256760835647583,17.11091966585008,21.247011434591688,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_010,21.249473668330005
1.9785593078550503,low,0.3990482233887346,1.2795608236561056,0.6383196982363735,0.0053751687537937284,0.05533961383269607,0.024091660352169263,0.023192027082135695,0.319409859084582,0.41490731938154524,0.0004642590120845409,11,0.4015400599426101,0.10125968807716974,COMPLETE,0.05969817766496116,17.251503790700088,21.418660308205734,0.8334313035011292,0.8334313035011292,17.251503790700088,21.418660308205734,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_011,21.418660308205734
1.9876454032030801,low,0.5989876997294373,1.257828459067496,1.3764963139159392,0.005041483541738075,0.08837888433058022,0.09613592305412218,0.02730251035808603,0.3787551796466568,0.40944273829495825,0.000308597587511519,12,0.40095596968204406,0.1555563666494916,COMPLETE,0.057796652253662824,17.18558773848461,21.357075725526084,0.8342975974082947,0.8342975974082947,17.18558773848461,21.357075725526084,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_012,21.357075725526084
1.9660294063430406,low,0.5355381287860003,1.151293519472856,0.6179683224780026,0.005066145716197515,0.08648824343575251,0.0926693606835908,0.02463167709978714,0.239040056412549,0.430826341391435,0.00028654551900073185,13,0.5435216870631963,0.17272183743886205,COMPLETE,0.0630765464294409,17.116218348882846,21.252876957796268,0.8273317217826843,0.8273317217826843,17.116218348882846,21.252876957796268,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_013,21.252876957796268
1.7904559672288316,low,0.38890217499919416,0.9858934890385379,1.2894580912696645,0.007879752078894107,0.05274905876428211,0.02271731881596882,0.009079072984861675,0.0158150572571083,0.3024650284806477,0.00027119442745433147,14,0.436206171037035,0.19986926078523415,COMPLETE,0.07731323667901209,17.171850166600294,21.337177715581007,0.8330655097961426,0.8330655097961426,17.171850166600294,21.337177715581007,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_014,21.337177715581007
1.8046252185136797,low,0.4652820006955565,1.3531026907367663,1.3971280392508343,0.006816090878208974,0.09369999743787513,0.09794282023116788,0.024830091700831183,0.5665470902112576,0.40707491130977125,0.0002829762941578845,15,0.652745210879634,0.13912011263275711,COMPLETE,0.05584826227124883,17.142691019943513,21.291005019119538,0.8296627998352051,0.8296627998352051,17.142691019943513,21.291005019119538,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_015,21.291005019119538
1.786865118666071,low,0.3123376869784819,1.067383942850303,0.8131042249420786,0.01270137591507498,0.11938427850497085,0.11813130867582931,0.028937966388191436,0.3510716264079751,0.4592955292692104,0.00021158627647750378,16,0.28441327509786385,0.10121041602350878,COMPLETE,0.0794861980604711,17.09928377594215,21.23717828716499,0.8275789022445679,0.8275789022445679,17.09928377594215,21.23717828716499,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_016,21.23717828716499
1.9758758218342551,low,0.598481897088584,1.4170688667768603,1.1550476479094416,0.01240551255315435,0.05050253600630038,0.03501111318798589,0.018089936925703702,0.14996564332475748,0.2973343044567906,0.00035285458513512356,17,0.4228361616706778,0.1471286457682578,COMPLETE,0.05483933253471801,17.11764567016191,21.243385304198927,0.8270564079284668,0.8251479268074036,17.103171813405698,21.238453853048032,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_017,21.243385304198927
1.6015873204210287,target,0.49251796123089076,0.4505946485563078,1.4997631141961878,0.005984186387529033,0.06455829444866812,0.08560325550860663,0.01064647837182467,0.6494736972890011,0.38903388688881163,0.0004991872467172297,18,0.7573147661433607,0.20364793914873439,COMPLETE,0.06810980787886202,17.168992615180805,21.344985819297627,0.8351986408233643,0.8351986408233643,17.168992615180805,21.344985819297627,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_018,21.344985819297627
1.4177885168147184,low,0.3001116340247742,1.7254942493126872,2.104979490333954,0.01119659435677827,0.07940868370626873,0.0327958523743791,0.0006948779089508347,0.39730099203732444,0.46771969092822935,0.00023386952475043876,19,0.2482463057220501,0.18781965505507855,COMPLETE,0.020399459047801174,17.115084989293365,21.246494515164642,0.8273242115974426,0.8262819051742554,17.091190616447957,21.22781167443517,best.pt,experiments\optuna\ghost_esp_dark_w12_m24_gain3_res035_adaptive_loss\trial_019,21.246494515164642
