epoch,train_loss,val_psnr,val_ssim,val_mae,lr,epoch_seconds
1,0.43207190,8.088309,0.24405460,0.34961458,0.0009998287,15.946
2,0.39410930,9.003555,0.34381423,0.30824893,0.0009993148,16.023
3,0.35410271,9.965104,0.42851013,0.27020930,0.0009984587,16.007
4,0.30716404,10.913780,0.50830974,0.23854107,0.0009972609,16.048
