name,brightness_mean,brightness_median,contrast_std,contrast_p01_p99,saturation_mean,saturation_median,sharpness_laplacian_abs_mean,sharpness_laplacian_variance,clip_0_ratio_rgb,clip_255_ratio_rgb,clip_0_ratio_luma,clip_255_ratio_luma,min_rgb,max_rgb
input_preprocess,38.852962493896484,32.91200256347656,31.21818733215332,148.6959981918335,0.5018021464347839,0.4285714030265808,13.807173728942871,483.00299072265625,0.11993634259259259,0.0,0.0,0.0,0.0,188.0
ai_output,101.9518051147461,102.04399871826172,48.14411926269531,203.76055259704594,0.2609754502773285,0.24353399872779846,22.00627326965332,1020.6727294921875,0.0,0.00390625,0.0,0.002170138888888889,19.0,255.0
